0           	0.2         	0           
0.04        	0.199639    	-0.00902398 
0.08        	0.198882    	-0.0189298  
0.12        	0.197695    	-0.0296827  
0.16        	0.196045    	-0.0412465  
0.2         	0.193901    	-0.053584   
0.24        	0.191235    	-0.0666563  
0.28        	0.188018    	-0.0804237  
0.32        	0.184224    	-0.0948451  
0.36        	0.179829    	-0.109879   
0.4         	0.17481     	-0.125482   
0.44        	0.169145    	-0.14161    
0.48        	0.162817    	-0.15822    
0.52        	0.155806    	-0.175266   
0.56        	0.148098    	-0.192703   
0.6         	0.139679    	-0.210483   
0.64        	0.130536    	-0.228562   
0.68        	0.12066     	-0.246891   
0.72        	0.110043    	-0.265424   
0.76        	0.098679    	-0.284113   
0.8         	0.0865625   	-0.302911   
0.84        	0.0736917   	-0.321771   
0.88        	0.0600659   	-0.340645   
0.92        	0.0456864   	-0.359488   
0.96        	0.0305563   	-0.378252   
1           	0.0146807   	-0.396891   
1.04        	-0.00193373 	-0.41536    
1.08        	-0.0192783  	-0.433615   
1.12        	-0.0373427  	-0.451611   
1.16        	-0.056115   	-0.469306   
1.2         	-0.0755813  	-0.486657   
1.24        	-0.0957263  	-0.503625   
1.28        	-0.116533   	-0.52017    
1.32        	-0.137983   	-0.536253   
1.36        	-0.160057   	-0.55184    
1.4         	-0.182733   	-0.566894   
1.44        	-0.205988   	-0.581382   
1.48        	-0.229799   	-0.595275   
1.52        	-0.25414    	-0.608542   
1.56        	-0.278987   	-0.621155   
1.6         	-0.30431    	-0.633091   
1.64        	-0.330083   	-0.644326   
1.68        	-0.356277   	-0.654838   
1.72        	-0.382861   	-0.66461    
1.76        	-0.409806   	-0.673626   
1.8         	-0.437081   	-0.68187    
1.84        	-0.464654   	-0.689332   
1.88        	-0.492495   	-0.696002   
1.92        	-0.520569   	-0.701873   
1.96        	-0.548847   	-0.70694    
2           	-0.577295   	-0.711199   
2.04        	-0.605881   	-0.71465    
2.08        	-0.634573   	-0.717295   
2.12        	-0.663338   	-0.719136   
2.16        	-0.692145   	-0.720178   
2.2         	-0.720963   	-0.720428   
2.24        	-0.749758   	-0.719894   
2.28        	-0.778502   	-0.718586   
2.32        	-0.807162   	-0.716514   
2.36        	-0.83571    	-0.71369    
2.4         	-0.864115   	-0.710128   
2.44        	-0.892349   	-0.705842   
2.48        	-0.920382   	-0.700845   
2.52        	-0.948189   	-0.695155   
2.56        	-0.97574    	-0.688785   
2.6         	-1.00301    	-0.681752   
2.64        	-1.02997    	-0.674072   
2.68        	-1.0566     	-0.665762   
2.72        	-1.08288    	-0.656836   
2.76        	-1.10877    	-0.647312   
2.8         	-1.13426    	-0.637204   
2.84        	-1.15932    	-0.626528   
2.88        	-1.18393    	-0.615298   
2.92        	-1.20807    	-0.603528   
2.96        	-1.23172    	-0.591231   
3           	-1.25486    	-0.578419   
3.04        	-1.27746    	-0.565105   
3.08        	-1.29951    	-0.551299   
3.12        	-1.32099    	-0.53701    
3.16        	-1.34188    	-0.522248   
3.2         	-1.36217    	-0.507021   
3.24        	-1.38182    	-0.491336   
3.28        	-1.40083    	-0.475199   
3.32        	-1.41917    	-0.458615   
3.36        	-1.43683    	-0.441588   
3.4         	-1.4538     	-0.424121   
3.44        	-1.47005    	-0.406218   
3.48        	-1.48556    	-0.387878   
3.52        	-1.50033    	-0.369104   
3.56        	-1.51432    	-0.349894   
3.6         	-1.52753    	-0.330249   
3.64        	-1.53994    	-0.310166   
3.68        	-1.55153    	-0.289644   
3.72        	-1.56227    	-0.268679   
